Date,Revenue,COGS,is_holiday,log_Revenue,log_COGS
2014-06-03,7433951.35,5784897.37,0,15.821568220079754,15.570761350607714
2014-06-04,6422990.57,5214120.6,0,15.67539454376826,15.466881195029488
2014-06-05,4701261.04,3843536.1,0,15.363341549784408,15.161903620385072
2014-06-06,4455750.46,3475184.85,0,15.309706282552542,15.061158517565307
2014-06-07,5291724.53,4145797.41,0,15.481654937792579,15.237605948026802
2014-06-08,5672479.42,4555972.93,0,15.551137043889321,15.331949881408168
2014-06-09,5745736.68,4655455.78,0,15.563968864851343,15.353550590624625
2014-06-10,8176131.42,6751336.8,0,15.916729787478419,15.725251235803748
2014-06-11,6815089.25,5416132.65,0,15.734649865871747,15.504892770153088
2014-06-12,6198469.27,4930278.7,0,15.639813088927145,15.410906278689463
2014-06-13,5808360.57,4689299.84,0,15.574809087336961,15.36079405468287
2014-06-14,6159350.48,4887308.6,0,15.633482050746677,15.402152525995193
2014-06-15,6251988.62,5001362.67,0,15.648410310253412,15.425221167213218
2014-06-16,7506669.47,5993922.63,0,15.831302579228272,15.60625678570317
2014-06-17,7985873.38,6364228.97,0,15.893184836454036,15.66620380386486
2014-06-18,6928139.58,5573372.83,0,15.751102020588975,15.533511143074646
2014-06-19,5160401.64,4101123.87,0,15.456525165421237,15.2267718525817
2014-06-20,5726955.46,4649863.18,0,15.560694788762845,15.35234856853481
2014-06-21,5534870.9,4397465.45,0,15.52657898022562,15.296539126229897
2014-06-22,6871043.81,5449439.25,0,15.742826735604522,15.511023454942743
2014-06-23,7520898.79,6115811.37,0,15.833196341693714,15.626388167012424
2014-06-24,8318751.36,7165579.48,0,15.934022844821987,15.78479963201303
2014-06-25,7464560.81,6650267.82,0,15.82567728796933,15.710167835875158
2014-06-26,5465498.81,5160550.9,0,15.51396613195251,15.456554089102555
2014-06-27,6215342.27,5942103.5,0,15.642531513903702,15.597573921521201
2014-06-28,6715989.51,6489880.35,0,15.720001884135092,15.68575480654089
2014-06-29,10967240.25,10676762.03,0,16.210423319312014,16.183580258477498
2014-06-30,8960784.4,8779889.34,0,16.00836843735953,15.98797447578387
2014-07-01,9836345.7,9652958.13,0,16.10159492976534,16.082775071904873
2014-07-02,8037264.4,7829854.35,0,15.899599458921625,15.873454593977696
2014-07-03,6599126.14,6280312.35,0,15.7024479467355,15.652930433696408
2014-07-04,1539342.27,1546984.48,0,14.246866435383033,14.251818743602946
2014-07-05,2247607.0,2088267.2,0,14.625377097566044,14.551845668011754
2014-07-06,2992177.47,2950653.66,0,14.911512265361742,14.89753762233977
2014-07-07,3321041.63,3237780.91,0,15.015789336771528,14.990399057646872
2014-07-08,4389991.98,4344681.53,0,15.294838185961238,15.284463248419573
2014-07-09,5089459.45,5002533.36,0,15.442682380943463,15.425455213982154
2014-07-10,5277348.24,5193788.09,0,15.478934491740446,15.462974063911362
2014-07-11,3680744.54,3649066.92,0,15.118625882017351,15.109982328564076
2014-07-12,3635150.5,3488161.59,0,15.106161346210547,15.064885677030109
2014-07-13,4538183.38,4461396.49,0,15.328037573730121,15.310972613480994
2014-07-14,4180514.48,4093927.18,0,15.245945117471745,15.225015502304014
2014-07-15,4729914.86,4685468.3,0,15.369417971726387,15.359976639395642
2014-07-16,5725200.44,5688906.29,0,15.560388292811764,15.554028747238599
2014-07-17,5475110.93,5378778.65,0,15.515723277293482,15.497972075552939
2014-07-18,4518235.32,4447047.74,0,15.323632280972392,15.307751229630657
2014-07-19,4203668.56,3770693.84,0,15.251468406557667,15.142769850133925
2014-07-20,4322625.55,3600969.69,0,15.27937377314977,15.096714003192167
2014-07-21,4796649.21,3768111.9,0,15.383428359334795,15.142084877074524
2014-07-22,6208113.76,5011530.91,0,15.641367826499073,15.42725219678187
2014-07-23,7566031.17,5950276.5,0,15.839179336082541,15.598948415089726
2014-07-24,5905615.09,4674430.56,0,15.591414335786807,15.357618121868235
2014-07-25,4437108.92,3571085.86,0,15.305513803549793,15.088380549999615
2014-07-26,4875867.56,3838617.04,0,15.399808812698227,15.160622974372945
2014-07-27,4695097.96,3728682.43,0,15.362029748144646,15.131565761483774
2014-07-28,5659848.32,4577648.87,0,15.548907827916869,15.336696295573761
2014-07-29,8325936.32,6673852.31,0,15.934886178483882,15.713707958729163
2014-07-30,9849002.97,7950504.57,0,16.102880888238367,15.888746078319212
2014-07-31,12499623.55,10113088.37,0,16.34120916582144,16.129341119985575
2014-08-01,10268362.3,8266400.63,0,16.14457820211585,15.927709861066043
2014-08-02,9437585.35,7486465.1,0,16.060210822166432,15.828607428398987
2014-08-03,8311634.97,6613684.99,0,15.933167015085104,15.704651694831965
2014-08-04,7920532.02,6253439.86,0,15.884969062031082,15.648642407822358
2014-08-05,4783590.74,3865614.98,0,15.380702232342294,15.16763160117304
2014-08-06,5768372.14,4433911.0,0,15.567900647255355,15.304792822321843
2014-08-07,4368310.48,3451434.03,0,15.289887103388285,15.054300653248658
2014-08-08,2772020.29,2220747.24,0,14.835087319637617,14.613354742106585
2014-08-09,3001539.63,2354553.12,0,14.914636258147468,14.671861934173503
2014-08-10,3823485.27,3003127.77,0,15.15667320050927,14.915165226499008
2014-08-11,4332284.65,3523421.42,0,15.281605824448956,15.074943353626868
2014-08-12,4968367.41,3950793.43,0,15.418602056448242,15.189427238174071
2014-08-13,5893608.69,4708354.21,0,15.589379218505762,15.364849192689556
2014-08-14,5049141.59,3986642.15,0,15.434729002678164,15.19846011897182
2014-08-15,4964547.64,3886890.99,0,15.417832942970485,15.173120421951497
2014-08-16,4183136.08,3312917.75,0,15.246572020626092,15.01334015638124
2014-08-17,4553293.21,3569236.73,0,15.331361531161777,15.087862609948562
2014-08-18,3852897.93,3032853.62,0,15.164336391756327,14.925014852782047
2014-08-19,5491853.95,4329773.16,0,15.518776634377737,15.281025941574567
2014-08-20,6252896.94,5003338.92,0,15.648555584650682,15.425616231396365
2014-08-21,5420386.94,4272987.79,0,15.505677946500171,15.267824091173154
2014-08-22,3980335.94,3221586.25,0,15.196877031968766,14.985384730850761
2014-08-23,3604919.44,2824202.4,0,15.097810259109528,14.853736900497308
2014-08-24,3975022.95,3208598.81,0,15.19554133120965,14.981345203683253
2014-08-25,4982068.72,3931111.8,0,15.42135596908611,15.184433098980856
2014-08-26,5315751.01,4151656.84,0,15.486185047990496,15.239018291954254
2014-08-27,7880420.55,6267001.76,0,15.879891956596085,15.650808769608823
2014-08-28,13900846.53,11188888.43,0,16.447460369623414,16.23043182871404
2014-08-29,12683009.27,10136587.4,0,16.355773881794565,16.13166204981127
2014-08-30,11574198.37,9088009.4,1,16.264288986645806,16.022466564308612
2014-08-31,11951398.65,9415326.58,1,16.29635895500615,16.05784951288288
2014-09-01,10306541.25,8432677.93,1,16.14828942146775,15.947625064785615
2014-09-02,1980913.22,1699049.31,1,14.499069023380208,14.345580011751855
2014-09-03,2013419.84,1783705.47,0,14.515345743874533,14.394204043831401
2014-09-04,2079554.62,1858190.69,0,14.547664784621551,14.435114363109605
2014-09-05,3009749.32,2650108.54,0,14.91736768311839,14.790111532957159
2014-09-06,2651615.67,2379303.77,0,14.790680076099864,14.682318889528837
2014-09-07,3257294.39,2733813.81,0,14.996407774036012,14.821208558053783
2014-09-08,3789247.34,3234658.91,0,15.147678230212392,14.989434352106382
2014-09-09,3050893.58,2636295.62,0,14.930945410496149,14.784885694829285
2014-09-10,2734213.18,2344334.17,0,14.821354632627067,14.667512410071192
2014-09-11,3603376.76,3063452.95,0,15.097382230195976,14.935053579208525
2014-09-12,3387921.49,2941397.85,0,15.035727456688367,14.894395825477988
2014-09-13,4488375.88,3882301.0,0,15.317001697703526,15.17193883463628
2014-09-14,4664595.04,4241668.09,0,15.35551179473063,15.260467403048894
2014-09-15,3434401.74,2989155.15,0,15.049353593702559,14.91050168145389
2014-09-16,3499018.93,3094674.95,0,15.06799346724672,14.94519375748843
2014-09-17,2159581.94,1891350.86,0,14.585425677684027,14.452802401193537
2014-09-18,3245614.46,2827312.43,0,14.99281555423498,14.854837500710486
2014-09-19,3152106.06,2800614.8,0,14.963581695119125,14.845349879536117
2014-09-20,3934660.56,3508771.25,0,15.185335428510884,15.070776747927756
2014-09-21,4973677.98,4472971.42,0,15.419670361656767,15.313563716511782
2014-09-22,4691002.44,4096769.99,0,15.361157070629448,15.22570965796891
2014-09-23,3267077.04,2950868.62,0,14.999406577656341,14.897610471315694
2014-09-24,3651189.03,3193891.83,0,15.11056370803705,14.97675105365628
2014-09-25,3991936.34,3513164.66,0,15.199787219897516,15.072028086412828
2014-09-26,4802241.84,4364819.46,0,15.38459362508027,15.28908761468024
2014-09-27,5922266.1,5104748.73,0,15.594229889632304,15.445681983893365
2014-09-28,6894981.49,6104020.61,0,15.746304529684922,15.624458392241605
2014-09-29,6358369.55,5385912.36,0,15.665282699660564,15.499297466075022
2014-09-30,5625701.93,4992117.65,0,15.542856463580575,15.423370956777791
2014-10-01,4131059.59,3367707.8,0,15.23404473342215,15.029743189798802
2014-10-02,2166020.29,1638411.83,0,14.588402535672975,14.309238544607211
2014-10-03,2713373.58,2209685.83,0,14.813703650669273,14.608361357570356
2014-10-04,3061013.56,2383424.37,0,14.934256974531722,14.68404924203969
2014-10-05,3514973.01,2703049.67,0,15.072542689173961,14.809891570920842
2014-10-06,4584954.57,3714150.0,0,15.338290973331313,15.127660677041929
2014-10-07,3826571.36,3029706.85,0,15.157480015284598,14.923976753695014
2014-10-08,3298742.48,2595357.42,0,15.009052190291465,14.769235184505012
2014-10-09,2480246.09,1949299.28,0,14.723868746242637,14.482981035375532
2014-10-10,3324677.65,2616526.38,0,15.016883580784965,14.777358569100436
2014-10-11,3249272.4,2455378.82,0,14.993941960079825,14.71379202007492
2014-10-12,3964814.61,3263898.52,0,15.192969907556103,14.998433210278563
2014-10-13,5257692.13,4155288.51,0,15.475202920073562,15.239892661341313
2014-10-14,5353820.23,4242284.88,0,15.493321112516183,15.260612804575251
2014-10-15,3174858.73,2517101.9,0,14.970774009805426,14.73861915528419
2014-10-16,3035433.21,2343522.12,0,14.925865039787855,14.667165961881896
2014-10-17,3041887.24,2405340.07,0,14.927989012138974,14.693202268514728
2014-10-18,3295901.64,2641429.14,0,15.008190630740268,14.786831048142323
2014-10-19,3906454.96,3097527.04,0,15.178141116836894,14.946114944906125
2014-10-20,4406719.83,3563304.85,0,15.298641394869584,15.086199281487659
2014-10-21,4158469.93,3334418.16,0,15.240657999765062,15.01980905724585
2014-10-22,3185076.38,2622321.88,0,14.973987141826717,14.779571078363556
2014-10-23,3397945.31,2701811.9,0,15.03868178061832,14.809433550101033
2014-10-24,2910624.78,2393219.16,0,14.883878660702424,14.688150364330157
2014-10-25,3710088.5,3052761.25,0,15.126566558281857,14.931557394462583
2014-10-26,3332635.64,2620840.72,0,15.019274332444994,14.779006091317603
2014-10-27,5247620.14,4151809.58,0,15.473285415689169,15.239055081399892
2014-10-28,6122484.1,4933576.08,0,15.627478634159113,15.411574856953802
2014-10-29,6191276.35,4949513.22,0,15.63865198039956,15.414799992355348
2014-10-30,6250389.79,4894988.48,0,15.64815454615789,15.40372268481267
2014-10-31,4687679.79,3734196.88,0,15.36044851705039,15.133043595787862
2014-11-01,4474322.51,3463929.06,0,15.313865727313893,15.057914357929453
2014-11-02,3503909.61,2759213.27,0,15.069390219868263,14.83045651238032
2014-11-03,2511155.37,1925980.79,0,14.736253910195202,14.47094641646685
2014-11-04,1758772.81,1413005.18,0,14.380127425343263,14.161230035330137
2014-11-05,2080412.08,1649512.63,0,14.548077028113742,14.315991032726668
2014-11-06,2338580.92,1815525.82,0,14.665055286537287,14.411886242517276
2014-11-07,2391118.65,1914802.56,0,14.687272287011917,14.465125595700767
2014-11-08,2603594.99,2058134.47,0,14.77240412050404,14.537311019254396
2014-11-09,3896973.5,2948324.76,0,15.175711040804442,14.896748028221742
2014-11-10,3578790.21,2955883.0,0,15.090535650522016,14.899308318061019
2014-11-11,3265211.84,2544268.23,0,14.998835506929408,14.74935402724513
2014-11-12,2687977.35,2131053.41,0,14.804299926277265,14.572127443368599
2014-11-13,3661668.42,2973473.14,0,15.113429727066912,14.905241571269041
2014-11-14,4104922.66,3206387.48,0,15.227697703862612,14.980655777611803
2014-11-15,3332537.35,2666922.09,0,15.019244838845754,14.796435965103043
2014-11-16,3926705.12,3165100.53,0,15.18331149500733,14.967695692034836
2014-11-17,3901928.25,3135379.39,0,15.176981668273493,14.958261061211603
2014-11-18,2299920.21,1777742.22,0,14.64838542379087,14.3908552639289
2014-11-19,2365334.24,2037392.28,0,14.676430320391054,14.527181744811273
2014-11-20,2712056.74,2364468.06,0,14.813218218376255,14.676064055761593
2014-11-21,2642726.69,2469983.77,0,14.787322157631413,14.719722542593248
2014-11-22,2355839.63,2373102.5,0,14.67240817715324,14.679709150143124
2014-11-23,2702782.41,2732923.6,0,14.80979269256229,14.820882875799295
2014-11-24,2994851.12,2989623.83,0,14.912405412686628,14.910658462577846
2014-11-25,1951300.95,1961306.08,0,14.484007374416368,14.489121686493696
2014-11-26,3005133.94,3070985.43,0,14.91583303010131,14.937509380657092
2014-11-27,4582936.62,4552287.3,0,15.337850752226906,15.33114058758063
2014-11-28,3803816.23,3776489.22,0,15.151515654700285,15.14430562303283
2014-11-29,3693923.36,3714680.69,0,15.122199963083382,15.127803550094278
2014-11-30,4164373.0,4139199.1,0,15.242076522166837,15.23601311457316
2014-12-01,3293606.72,3371041.49,0,15.007494093374847,15.030732598705137
2014-12-02,1913468.28,1934027.84,0,14.464428529368355,14.475115866983469
2014-12-03,1725054.96,1639460.56,0,14.360770048501124,14.30987842881936
2014-12-04,1490172.71,1377244.92,0,14.214403255018885,14.135596352905452
2014-12-05,1855814.16,1814623.65,0,14.433834596851577,14.411389199886395
2014-12-06,2498471.96,2457252.11,0,14.731190287214337,14.714554662070562
2014-12-07,2209128.82,2214964.0,0,14.60810924934905,14.610747159982129
2014-12-08,3029845.63,2938276.72,0,14.924022559042744,14.893334158137614
2014-12-09,3265900.4,3069037.78,0,14.999046362222165,14.936874969559836
2014-12-10,2659858.85,2559688.79,0,14.793783991399897,14.755396633332117
2014-12-11,2499031.03,2479880.93,0,14.7314140268618,14.723721508136858
2014-12-12,2451281.84,2348048.7,0,14.712122053649253,14.669095626656704
2014-12-13,2618181.33,2655502.75,0,14.777990867793896,14.792144931007028
2014-12-14,2868448.18,2822169.24,0,14.869282086290514,14.853016735585278
2014-12-15,3675108.42,3622573.69,0,15.117093464335493,15.102695571321908
2014-12-16,3587166.39,3452397.12,0,15.092873421162993,15.054579654778772
2014-12-17,2950563.8,2911687.56,0,14.897507167617448,14.884243732029645
2014-12-18,2684991.91,2614938.98,0,14.803188645325713,14.776751703018903
2014-12-19,3424258.6,3465424.79,0,15.046395831126759,15.058346066173511
2014-12-20,3898670.99,3764085.99,0,15.176146537726732,15.141015890472424
2014-12-21,4372128.59,4286124.01,0,15.290760768735899,15.270893621645838
2014-12-22,3430574.36,3435107.36,1,15.048238548514998,15.049559028992554
2014-12-23,2791569.02,2665014.26,1,14.842114726706527,14.795720341644488
2014-12-24,2610156.84,2591612.44,1,14.774921252566116,14.767791189529984
2014-12-25,2573745.23,2584515.85,1,14.76087307253433,14.765049143233272
2014-12-26,2922497.3,2877653.62,0,14.887949390634436,14.87248615227877
2014-12-27,3575283.76,3538078.72,0,15.089555384084955,15.079094685952255
2014-12-28,8484445.21,8405135.96,0,15.953745187578823,15.944353619754553
2014-12-29,7063840.79,6908131.26,0,15.770499624356008,15.748209863983202
2014-12-30,5708142.92,5488862.89,0,15.557404470996111,15.518231850358118
2014-12-31,5625288.94,5528179.38,0,15.542783049615254,15.525369274143308
2015-01-01,4576460.18,4315048.16,1,15.33643658930623,15.277619275250526
2015-01-02,1625420.31,1281805.11,0,14.301277607834223,14.063780664775182
2015-01-03,1176312.94,876576.96,0,13.977896327596667,13.68378092405437
2015-01-04,2651400.23,2169221.09,0,14.79059882425264,14.589879177374971
2015-01-05,2457539.39,1930809.0,0,14.71467156627023,14.473450161955395
2015-01-06,1621284.62,1301383.65,0,14.298729985073058,14.078939370983448
2015-01-07,1981408.07,1560596.56,0,14.499318801082005,14.260579357162358
2015-01-08,1318438.15,1057739.56,0,14.091959132781405,13.871645643938377
2015-01-09,2144901.8,1679915.91,0,14.578604794632199,14.334254891823004
2015-01-10,1830727.22,1385986.39,0,14.420224380088928,14.1419233605665
2015-01-11,3254430.17,2604455.39,0,14.995528062592872,14.772734531930444
2015-01-12,2427966.79,1902989.93,0,14.702565165010927,14.458937380108232
2015-01-13,2138729.21,1742327.89,0,14.57572285107735,14.370733218803686
2015-01-14,2835456.9,2191456.13,0,14.857713998856413,14.60007723670579
2015-01-15,2047933.05,1631831.77,0,14.532342062474598,14.3052143398931
2015-01-16,2569213.44,2030636.7,0,14.759110744776573,14.523860439618016
2015-01-17,2588700.22,2035239.72,0,14.766666848443418,14.52612465978942
2015-01-18,3021302.7,2433685.6,0,14.921198984941997,14.704917784995384
2015-01-19,2851705.68,2258471.9,0,14.863428208102372,14.630199434890349
2015-01-20,2455411.13,1957537.38,0,14.713805178848629,14.48719831329601
2015-01-21,2603856.87,2019373.54,0,14.772504699407767,14.51829838776762
2015-01-22,2683523.21,2190572.01,0,14.802641492358212,14.599673715970537
2015-01-23,2703262.73,2149537.87,0,14.809970389866374,14.580763898030153
2015-01-24,4004609.82,3181968.24,0,15.202956960229859,14.973010820956967
2015-01-25,4665645.74,3747345.78,0,15.355737019310357,15.136558622199088
2015-01-26,4084367.08,3209020.3,0,15.22267758153162,14.981476557651767
2015-01-27,3116141.82,2455632.77,0,14.952106519325493,14.713895440680696
2015-01-28,4612174.41,3603868.33,0,15.34421019303899,15.09751864011633
2015-01-29,5300109.93,4295752.25,0,15.483238308491996,15.273137476370424
2015-01-30,4336302.07,3457573.62,0,15.282532715876705,15.05607792435613
2015-01-31,4195901.17,3269383.7,0,15.24961893316456,15.00011236003054
2015-02-01,4977201.37,4063980.38,0,15.420378518054841,15.217673686537045
2015-02-02,2901454.29,2325361.53,0,14.88072299322301,14.65938651172998
2015-02-03,1779457.49,1427675.21,0,14.391819656883126,14.17155865247395
2015-02-04,2496729.14,2129083.48,0,14.730492489733102,14.571202623689583
2015-02-05,2500351.24,2064567.04,0,14.73194217591352,14.540431580897685
2015-02-06,3457294.9,2699578.13,0,15.055997309686818,14.808606441046576
2015-02-07,3570886.94,2952636.69,0,15.088324845518537,14.898209461021311
2015-02-08,4197082.23,3455113.24,0,15.249900372950647,15.055366079760278
2015-02-09,4490187.64,3675813.84,0,15.317405272198929,15.117285391221749
2015-02-10,2813867.9,2247526.75,0,14.850070927085053,14.625341392303968
2015-02-11,3311241.3,2623112.64,0,15.0128339941599,14.779872582348201
2015-02-12,3468141.29,2797170.91,0,15.059129645452652,14.844119432576383
2015-02-13,4164849.99,3458801.88,0,15.242191056232395,15.05643309872679
2015-02-14,4312422.12,3541992.72,0,15.277010512916469,15.080200324313745
2015-02-15,4757224.49,3925128.98,0,15.375175176014768,15.182910024573893
2015-02-16,4817928.66,3988291.36,0,15.387854862631535,15.198873717306613
2015-02-17,4293160.67,3537248.79,0,15.27253400547735,15.078860087690044
2015-02-18,3209407.04,2685036.44,0,14.981597066885406,14.803205229961963
2015-02-19,3793775.02,3109300.19,0,15.14887239241552,14.9499085611579
2015-02-20,4760336.65,3942085.3,0,15.375829158565793,15.187220658895551
2015-02-21,4368539.08,3544819.23,0,15.289939433452147,15.08099800580216
2015-02-22,5784606.22,4804964.15,0,15.570711020021365,15.385160347498624
2015-02-23,7360399.98,5966271.62,0,15.811624970199285,15.601632938621266
2015-02-24,5473140.47,4450268.77,0,15.51536331850384,15.308475274776866
2015-02-25,8502202.85,7083827.01,0,15.955835964324798,15.773324998934003
2015-02-26,6528340.52,5386905.64,0,15.691663490434108,15.499481870901764
2015-02-27,4695415.58,3896449.69,0,15.36209739512287,15.175576617238931
2015-02-28,3896812.17,3287398.94,0,15.17566964116492,15.005607518503057
2015-03-01,4612623.19,3760240.57,0,15.344307491629705,15.139993760642732
2015-03-02,1204115.66,996728.16,0,14.001256793844721,13.812234357074187
2015-03-03,2971078.12,2450231.82,0,14.904435784854204,14.711693606577409
2015-03-04,3275231.73,2540097.74,0,15.001899487122083,14.747713512254892
2015-03-05,3623778.02,2818823.69,0,15.103027967464653,14.851830579443046
2015-03-06,4126698.63,3333077.32,0,15.232988524404394,15.01940685536363
2015-03-07,3652751.16,2946148.77,0,15.110991457869451,14.896009713137467
2015-03-08,3679065.16,2903799.07,0,15.118169517072811,14.881530806138068
2015-03-09,4520902.2,3610296.4,0,15.324222354855305,15.099300709187299
2015-03-10,5042080.93,3980962.03,0,15.433329636102146,15.19703431532793
2015-03-11,6098020.8,4928286.75,0,15.62347498146655,15.410502173318736
2015-03-12,4869770.72,3760439.95,0,15.39855761921679,15.140046782426197
2015-03-13,3474969.89,2712283.16,0,15.061096659967525,14.813301701314574
2015-03-14,4711284.42,3671123.8,0,15.365471341709803,15.11600865808744
2015-03-15,5040735.75,4008157.53,0,15.43306280991977,15.203842474357836
2015-03-16,5602879.7,4422966.9,0,15.53879143415583,15.302321499306606
2015-03-17,5692241.74,4623906.32,0,15.554614883101266,15.346750645880887
2015-03-18,6793794.72,5583548.33,0,15.731520359543824,15.535335212789107
2015-03-19,6012381.06,5053767.27,0,15.609331577403346,15.435644715067857
2015-03-20,4887915.96,4122124.89,0,15.40227679114589,15.231879580965689
2015-03-21,4566270.71,4002288.11,0,15.334207611528726,15.202377032895843
2015-03-22,5271032.0,4721422.49,0,15.477736916489345,15.367620898957968
2015-03-23,5172623.98,4663072.48,0,15.458890850707222,15.355185333761947
2015-03-24,6187718.83,5662250.07,0,15.638077213308783,15.549332086659204
2015-03-25,6763449.95,6062883.43,0,15.727043813322746,15.617696223351496
2015-03-26,6983791.47,6190732.25,0,15.759102660997073,15.638564094834294
2015-03-27,5007891.27,4516109.24,0,15.426525679949224,15.323161614936918
2015-03-28,5941997.22,5296480.62,0,15.597556035442208,15.482553312796487
2015-03-29,6087900.7,5431213.47,0,15.621814031875562,15.50767332620229
2015-03-30,14251354.04,12890205.46,0,16.472362550684434,16.371978391854594
2015-03-31,14813965.34,13306811.36,0,16.511080965377822,16.403786669577283
2015-04-01,13697879.88,12323133.99,0,16.432751698542152,16.326988947173334
2015-04-02,11638587.41,10494545.99,0,16.269836722295132,16.16636634594128
2015-04-03,10239965.04,9205352.56,0,16.141808861163888,16.03529578147171
2015-04-04,4214414.51,3835706.41,0,15.254021470763506,15.159864437311018
2015-04-05,4549233.48,4060392.25,0,15.330469530618315,15.216790386493239
2015-04-06,5947351.85,5501604.96,0,15.598456779365154,15.520550600308392
2015-04-07,6969771.13,6115686.29,0,15.75709308923241,15.626367714900502
2015-04-08,6923568.08,6092200.11,0,15.750441957639609,15.622520004599378
2015-04-09,5334934.77,4630574.68,0,15.489787403282818,15.348191755266265
2015-04-10,5286341.9,4755107.84,0,15.480637241508955,15.37473014328957
2015-04-11,7223512.23,6692976.84,0,15.79285198947201,15.71656945115544
2015-04-12,6941143.47,6173613.48,0,15.752977228108858,15.635795039593818
2015-04-13,8008850.6,7198672.06,0,15.896057937979451,15.789407269779241
2015-04-14,9764966.49,8525033.47,0,16.094311793050302,15.95851762452744
2015-04-15,8464241.45,7283839.1,0,15.951361077518733,15.80116876736463
2015-04-16,6025485.77,5033699.98,0,15.611508825778763,15.431666052833684
2015-04-17,6481493.13,5294636.04,0,15.684461617367269,15.482204986981648
2015-04-18,7432727.07,5745887.3,0,15.82140351888646,15.563995078722257
2015-04-19,6854069.17,5371424.19,0,15.740353219181618,15.496603829783336
2015-04-20,8942873.22,6952833.82,0,16.006367596597855,15.754660022147156
2015-04-21,11246554.8,8986101.87,0,16.235572488629774,16.011189816354417
2015-04-22,9099886.14,7216624.95,0,16.02377256921237,15.791898081696415
2015-04-23,7548994.85,5939101.06,0,15.836925112379923,15.597068511561572
2015-04-24,6578500.68,5143109.11,0,15.699317569165363,15.453168534210933
2015-04-25,9981817.81,7741342.2,0,16.116275877173937,15.862085770561256
2015-04-26,8486257.42,6790371.72,0,15.953958756790755,15.731016390517295
2015-04-27,11233528.64,8990933.6,1,16.234413581872708,16.01172736099985
2015-04-28,14371525.01,11368208.46,1,16.480759446571497,16.24633137399397
2015-04-29,15294818.22,12456433.34,1,16.543024715948416,16.337747861830227
2015-04-30,14911130.64,11744026.43,1,16.517618581915805,16.27885536549447
2015-05-01,11462217.29,9026019.09,1,16.254566818581814,16.015622085158764
2015-05-02,8951414.69,7003240.14,0,16.007322255395902,15.761883619858905
2015-05-03,7902349.85,6325430.88,0,15.882670849119675,15.660088871669712
2015-05-04,4063632.19,3220456.05,0,15.217588005800781,14.98503384844171
2015-05-05,4993358.48,3895803.59,0,15.423619483686615,15.175410785915838
2015-05-06,5912157.02,4721080.32,0,15.592521469940385,15.367548424544232
2015-05-07,6417545.13,5062352.65,0,15.67454637985898,15.437342081337093
2015-05-08,4654167.53,3561342.38,0,15.353273834049505,15.085648385580708
2015-05-09,4178643.57,3269969.19,0,15.245497486365258,15.000291426623932
2015-05-10,5135747.06,3949880.44,0,15.451736069410442,15.189196121236966
2015-05-11,6740124.2,5364204.35,0,15.72358905838362,15.495258805648694
2015-05-12,6877097.83,5464941.46,0,15.743707439290755,15.513864150717586
2015-05-13,8472230.27,6752088.25,0,15.952304464049432,15.725362533476256
2015-05-14,8373161.73,6566657.69,0,15.940542236086687,15.697515690318557
2015-05-15,6454103.0,5103049.75,0,15.68022676550202,15.445349105126972
2015-05-16,6409003.84,5140481.43,0,15.673214565674096,15.452657491003617
2015-05-17,6593507.34,5168476.45,0,15.70159613811117,15.45808870601318
2015-05-18,7049312.68,5707463.8,0,15.768440819694987,15.557285490043373
2015-05-19,8167385.27,6584434.28,0,15.91565949765885,15.700219130939903
2015-05-20,10886447.11,8610088.68,0,16.203029281009286,15.968445292145256
2015-05-21,9585349.34,7629673.54,0,16.075746484654637,15.84755574704288
2015-05-22,6849849.55,5526949.11,0,15.739737392482155,15.525146704177953
2015-05-23,5769728.11,4699867.99,0,15.568135689375257,15.363045191823701
2015-05-24,7759286.87,6115304.75,0,15.864401118618442,15.626305325853451
2015-05-25,6648911.62,5479719.27,0,15.7099638834724,15.516564612000888
2015-05-26,7250067.07,5753775.74,0,15.796521415752299,15.565367021506656
2015-05-27,11264269.11,8911794.91,0,16.237146337028527,16.002886340303498
2015-05-28,10886440.76,8702126.28,0,16.203028697715105,15.979078068678435
2015-05-29,7443400.33,6010039.49,1,15.822838470350572,15.60894204359352
2015-05-30,14386454.27,11671007.33,1,16.481797715648575,16.272618404129133
2015-05-31,12847323.1,10142347.13,1,16.36864610637515,16.1322301003248
2015-06-01,12707400.56,9938849.85,1,16.357695181666855,16.11196196329765
2015-06-02,10370270.22,8221123.6,0,16.154453734154917,15.922217570326433
2015-06-03,12915899.82,10182209.97,0,16.37396973198288,16.136152733127624
2015-06-04,4389371.3,3612066.24,0,15.29469679077349,15.099790809071102
2015-06-05,4689415.18,3666593.72,0,15.360818650797617,15.114773920083843
2015-06-06,4504545.31,3683127.75,0,15.320597735851065,15.119273152730932
2015-06-07,4737477.49,3636812.14,0,15.371015587993119,15.10661834514032
2015-06-08,5997977.12,4767036.54,0,15.60693299040181,15.377235609129734
2015-06-09,7149148.38,5741574.05,0,15.782503939760788,15.563244129609945
2015-06-10,7033422.25,5437275.2,0,15.766184094056655,15.508788794911348
2015-06-11,5174085.58,4188520.67,0,15.459173375256446,15.247858406252483
2015-06-12,6351066.12,4900508.38,0,15.664133407143689,15.404849712779939
2015-06-13,5087923.97,3913528.15,0,15.4423806374311,15.179950120774734
2015-06-14,7257781.25,5645520.63,0,15.797584864927313,15.546373156965492
