Date,Revenue,COGS,is_holiday,log_Revenue,log_COGS,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_lag_7,revenue_lag_14,revenue_lag_30,cogs_lag_1,cogs_lag_7,cogs_lag_30,rev_roll7_mean,rev_roll7_std,rev_roll7_max,rev_roll14_mean,rev_roll30_mean,rev_roll30_std,rev_roll30_max,day_of_week,month,day_of_month,week_of_year,quarter,is_weekend,days_to_tet,pre_tet_7d,pre_tet_14d,on_tet,post_tet,promo_count,promo_active,promo_intensity,post_promo,sessions,sessions_lag7,sessions_lag14,sessions_roll7_mean,sessions_vs_avg,sessions_spike
2015-07-27,5603376.79,4431670.86,0,15.53888015065309,15.304287465859584,5323996.74,4869837.46,4815209.73,4593431.52,4008119.02,5907901.77,4436550.96,3967198.09,5761761.16,5578997.329999999,911316.4726621042,7003315.42,5156447.97,5466300.399999999,2173426.651540245,10954727.42,0,7,27,31,3,0,30,0,0,0,0,0,0,0,0,24503.0,21426.0,24986.0,25487.14285714286,0.9539933033976172,0
2015-07-28,6826651.55,5538901.92,0,15.73634500159424,15.527307010232292,5603376.79,5323996.74,4869837.46,6205610.6,4541662.42,7048110.81,4431670.86,5212906.4,6755443.51,5723275.225714286,802758.5662325629,7003315.42,5270394.953571429,5456149.567333334,2172003.7297844756,10954727.42,1,7,28,31,3,0,30,0,0,0,0,0,0,0,0,24684.0,26411.0,25268.0,25926.714285714286,0.9676938798445459,0
2015-07-29,9470985.24,7602775.68,0,16.063743603351096,15.844024091163115,6826651.55,5603376.79,5323996.74,7003315.42,6195528.74,10266326.47,5538901.92,5699625.87,10003747.48,5811995.361428572,894075.0300634133,7003315.42,5433608.462857143,5448767.591999999,2166776.6155033973,10954727.42,2,7,29,31,3,0,30,0,0,0,0,0,0,0,0,23935.0,25454.0,28980.0,25680.0,0.9379592316584916,0
2015-07-30,10296776.67,9762134.91,0,16.147341556680036,16.094021777684294,9470985.24,6826651.55,5603376.79,6241579.84,5351713.45,10954727.42,7602775.68,5041557.0,10628217.87,6164519.621428571,1627639.9544847705,9470985.24,5667569.64142857,5422256.217666667,2109918.9543112386,10954727.42,3,7,30,31,3,0,30,0,0,0,0,1,1,1,0,28283.0,25169.0,25987.0,25463.0,1.12420304525484,0
2015-07-31,8227312.7,8001039.19,0,15.92297011596988,15.895082114941754,10296776.67,9470985.24,6826651.55,4815209.73,3953465.4,9503954.04,9762134.91,3864863.25,9190648.76,6743833.454285714,2258895.3549694647,10296776.67,6020788.442857142,5400324.525999999,2053082.3243121007,10296776.67,4,7,31,31,3,0,30,0,0,0,0,1,1,1,0,27777.0,27430.0,23621.0,25907.85714285714,1.1111851921981948,0
2015-08-01,7969399.16,8307674.69,0,15.89111978570068,15.93269042734718,8227312.7,10296776.67,9470985.24,4869837.46,4352743.94,8552727.69,8001039.19,3980424.09,8154787.16,7231276.735714286,2138284.5103234113,10296776.67,6326063.25,5357769.814666667,1976910.0212003149,10296776.67,5,8,1,31,3,1,30,0,0,0,0,1,1,1,0,25416.0,26582.0,22256.0,25957.428571428572,1.0071007417739175,0
2015-08-02,5808782.79,6999844.19,0,15.5748817764507,15.761398591060743,7969399.16,8227312.7,10296776.67,5323996.74,4734057.3,6047919.06,8307674.69,4436550.96,5867150.51,7674071.264285713,1872143.3430319068,10296776.67,6584395.765714286,5338325.530333334,1947044.9167923355,10296776.67,6,8,2,31,3,1,30,0,0,0,0,1,1,1,0,25347.0,25938.0,25777.0,25790.85714285714,1.0067801861274295,0
2015-08-03,4720575.96,6451104.36,0,15.367441587379504,15.67976204773258,5808782.79,7969399.16,8227312.7,5603376.79,4593431.52,1184319.43,6999844.19,4431670.86,1068025.58,7743326.414285715,1777282.620235541,10296776.67,6661161.872142857,5330354.321333333,1944527.5481759494,10296776.67,0,8,3,32,3,0,30,0,0,0,0,1,1,1,0,28461.0,24503.0,21426.0,25706.428571428572,1.1298860096496126,0
2015-08-04,2658117.34,3894709.67,0,14.793129039461384,15.17512995211456,4720575.96,5808782.79,7969399.16,6826651.55,6205610.6,2966146.59,6451104.36,5538901.92,2810871.75,7617212.01,1974787.0385931649,10296776.67,6670243.617857142,5448229.539,1785186.3759016192,10296776.67,1,8,4,32,3,0,30,0,0,0,0,1,1,1,0,26191.0,24684.0,26411.0,26271.85714285714,1.033853902823812,0
2015-08-05,2978173.12,4001425.35,0,14.906820959287847,15.202161443021952,2658117.34,4720575.96,5808782.79,9470985.24,7003315.42,2490899.57,3894709.67,7602775.68,2437063.72,7021707.122857143,2735079.361968713,10296776.67,6416851.242142857,5437961.897333334,1800772.3351458088,10296776.67,2,8,5,32,3,0,30,0,0,0,0,1,1,1,0,29226.0,23935.0,25454.0,26487.14285714286,1.1544857825677624,0
2015-08-06,2558707.18,3656184.22,0,14.755013071906143,15.111930872198508,2978173.12,2658117.34,4720575.96,10296776.67,6241579.84,4185006.32,4001425.35,9762134.91,3947428.34,6094162.534285715,2863936.27397192,10296776.67,6129341.077857143,5454204.349,1775291.3217815298,10296776.67,3,8,6,32,3,0,30,0,0,0,0,1,1,1,0,24693.0,28283.0,25169.0,27243.0,0.9720696781812813,0
2015-08-07,1981109.04,2648627.83,0,14.499167871841152,14.789552641411609,2558707.18,2978173.12,2658117.34,8227312.7,4815209.73,4333446.86,3656184.22,8001039.19,4256271.94,4988724.035714285,2432293.3265338917,8227312.7,5866278.744999999,5399994.377666666,1839068.3326047815,10296776.67,4,8,7,32,3,0,30,0,0,0,0,1,1,1,0,26800.0,27777.0,27430.0,26730.14285714286,1.0576915487287968,0
2015-08-08,1709563.14,2428463.02,0,14.35174900710026,14.702769524928309,1981109.04,2558707.18,2978173.12,7969399.16,4869837.46,6011409.46,2648627.83,8307674.69,5756814.71,4096409.227142857,2178685.2442334015,7969399.16,5663842.981428571,5321583.117000001,1933817.0330168197,10296776.67,5,8,8,32,3,1,30,0,0,0,0,1,1,1,0,26294.0,25416.0,26582.0,26590.571428571428,1.0317509106723608,0
2015-08-09,2122689.02,2864218.57,0,14.568194719662149,14.867806469626816,1709563.14,1981109.04,2558707.18,5808782.79,5323996.74,3936544.23,2428463.02,6999844.19,3750891.91,3202146.9385714284,1504386.0485821299,5808782.79,5438109.101428571,5178188.239666667,2037609.877754684,10296776.67,6,8,9,32,3,1,30,0,0,0,0,1,1,1,0,23894.0,25347.0,25938.0,26716.0,0.9334833532578546,0
2015-08-10,2341717.61,3233525.06,0,14.666395666476358,14.98908375921469,2122689.02,1709563.14,1981109.04,4720575.96,5603376.79,3965266.87,2864218.57,6451104.36,3859812.43,2675562.1142857145,1000724.9201494661,4720575.96,5209444.264285714,5117726.399333334,2101629.0316563873,10296776.67,0,8,10,33,3,0,30,0,0,0,0,1,1,1,0,28341.0,28461.0,24503.0,26508.428571428572,1.1025581506931919,0
2015-08-11,2434219.28,3451194.49,0,14.70513704966716,15.054231247824337,2341717.61,2122689.02,1709563.14,2658117.34,6826651.55,4444033.83,3233525.06,3894709.67,4308843.11,2335725.207142857,433906.4520017648,2978173.12,4976468.608571428,5063608.090666667,2152614.21745141,10296776.67,1,8,11,33,3,0,30,0,0,0,0,1,1,1,0,25098.0,26191.0,24684.0,26491.285714285714,0.9746821350993788,0
2015-08-12,3555473.95,4878289.67,0,15.083999212858306,15.400305443928591,2434219.28,2341717.61,2122689.02,2978173.12,9470985.24,4008119.02,3451194.49,4001425.35,3879117.89,2303739.77,413974.99366262584,2978173.12,4662723.446428572,4996614.272333333,2203241.0233983467,10296776.67,2,8,12,33,3,0,30,0,0,0,0,1,1,1,0,27210.0,29226.0,23935.0,26335.14285714286,1.054340581844108,0
2015-08-13,2921138.79,3979730.24,0,14.887484437123096,15.196724847342336,3555473.95,2434219.28,2341717.61,2558707.18,10296776.67,4541662.42,4878289.67,3656184.22,4427340.58,2386211.317142857,590567.3816253506,3555473.95,4240186.925714286,4981526.1033333335,2211777.192961483,10296776.67,3,8,13,33,3,0,30,0,0,0,0,1,1,1,0,23810.0,24693.0,28283.0,26047.14285714286,0.9199538413192315,0
2015-08-14,2842163.51,3979723.24,0,14.860076471255942,15.196723088428044,2921138.79,3555473.95,2434219.28,1981109.04,8227312.7,6195528.74,3979730.24,2648627.83,5945270.24,2437987.2614285713,623196.9101745585,3555473.95,3713355.6485714284,4927508.649,2242466.095139706,10296776.67,4,8,14,33,3,0,30,0,0,0,0,1,1,1,0,27482.0,26800.0,27777.0,25921.0,1.0638275909232846,0
2015-08-15,2655077.08,3723026.61,0,14.79198462088865,15.130047768889671,2842163.51,2921138.79,3555473.95,1709563.14,7969399.16,5351713.45,3979723.24,2428463.02,5204783.4,2560995.0428571426,602626.288805426,3555473.95,3328702.1350000002,4815729.807999999,2260583.732719118,10296776.67,5,8,15,33,3,1,30,0,0,0,0,1,1,1,0,24803.0,26294.0,25416.0,26018.428571428572,0.9619829966800086,0
2015-08-16,2851597.29,3843042.72,0,14.863390198562085,15.161775246011022,2655077.08,2842163.51,2921138.79,2122689.02,5808782.79,3953465.4,3723026.61,2864218.57,3879500.64,2696068.462857143,471725.9103075579,3555473.95,2949107.700714286,4725841.9290000005,2291932.4205387617,10296776.67,6,8,16,33,3,1,30,0,0,0,0,1,1,1,0,30678.0,23894.0,25347.0,25805.428571428572,1.1916686520473592,0
2015-08-17,2804909.03,3580539.39,0,14.846882021558214,15.091024293912916,2851597.29,2655077.08,2842163.51,2341717.61,4720575.96,4352743.94,3843042.72,3233525.06,4230281.82,2800198.215714286,398889.3328781011,3555473.95,2737880.165,4689112.992,2313464.5567816235,10296776.67,0,8,17,34,3,0,30,0,0,0,0,1,1,1,0,25286.0,28341.0,28461.0,26774.571428571428,0.973325857199863,0
2015-08-18,3797369.86,5081331.41,0,15.14981950629055,15.441084070596924,2804909.03,2851597.29,2655077.08,2434219.28,2658117.34,4734057.3,3580539.39,3451194.49,4244345.55,2866368.4185714284,344926.1889727612,3555473.95,2601046.8128571426,4637518.495,2338350.804606496,10296776.67,1,8,18,34,3,0,30,0,0,0,0,1,1,1,0,26259.0,25098.0,26191.0,26338.14285714286,1.0068647838251328,0
2015-08-19,3996506.07,5388360.8,0,15.200931305094564,15.499751963478474,3797369.86,2804909.03,2851597.29,3555473.95,2978173.12,4593431.52,5081331.41,4878289.67,3967198.09,3061104.2157142856,433666.73959536984,3797369.86,2682421.9928571433,4606295.580333333,2343265.7284721006,10296776.67,2,8,19,34,3,0,30,0,0,0,0,1,1,1,0,28515.0,27210.0,29226.0,26504.0,1.0926948029138528,0
2015-08-20,3542649.14,4967122.51,0,15.080385632147095,15.418351459896698,3996506.07,3797369.86,2804909.03,2921138.79,2558707.18,6205610.6,5388360.8,3979730.24,5212906.4,3124108.804285714,537151.3122860447,3996506.07,2755160.0607142854,4586398.065333334,2345911.589468629,10296776.67,3,8,20,34,3,0,30,0,0,0,0,1,1,1,0,26047.0,23810.0,24693.0,26690.428571428572,0.9891641454738788,0
2015-08-21,2826694.43,4029608.29,0,14.85461889475575,15.209179978850669,3542649.14,3996506.07,3797369.86,2842163.51,1981109.04,7003315.42,4967122.51,3979723.24,5699625.87,3212895.9971428565,549239.8110656003,3996506.07,2825441.629285714,4497632.683333334,2332875.376735301,10296776.67,4,8,21,34,3,0,30,0,0,0,0,1,1,1,0,27624.0,27482.0,26800.0,27010.0,1.049536097750017,0
2015-08-22,2330134.4,3196044.6,0,14.661436935441452,14.977424853601311,2826694.43,3542649.14,3996506.07,2655077.08,1709563.14,6241579.84,4029608.29,3723026.61,5041557.0,3210686.1285714284,551008.3346561112,3996506.07,2885840.5857142853,4358411.983666667,2302614.9658752773,10296776.67,5,8,22,34,3,1,30,0,0,0,0,1,1,1,0,28267.0,24803.0,26294.0,27030.285714285714,1.0710226124560482,0
2015-08-23,2980880.01,4035327.45,0,14.907729455728012,15.210598256621198,2330134.4,2826694.43,3542649.14,2851597.29,2122689.02,4815209.73,3196044.6,3843042.72,3864863.25,3164265.745714286,615527.8327563609,3996506.07,2930167.104285714,4228030.4690000005,2303046.2836275217,10296776.67,6,8,23,34,3,1,30,0,0,0,0,1,1,1,0,26494.0,30678.0,23894.0,27525.14285714286,0.9999320647045947,0
2015-08-24,2905862.72,4140352.34,0,14.882241225935628,15.236291689985666,2980880.01,2330134.4,2826694.43,2804909.03,2341717.61,4869837.46,4035327.45,3580539.39,3980424.09,3182734.7057142854,606455.2916836768,3996506.07,2991466.4607142857,4166886.145,2311254.9903603164,10296776.67,0,8,24,35,3,0,30,0,0,0,0,1,1,1,0,26670.0,25286.0,28341.0,26927.428571428572,1.0077613113366535,0
2015-08-25,3470416.25,4713031.14,0,15.059785389650967,15.36584202531822,2905862.72,2980880.01,2330134.4,3797369.86,2434219.28,5323996.74,4140352.34,5081331.41,4436550.96,3197156.6614285717,597101.0565592232,3996506.07,3031762.54,4101420.320333333,2318460.8121342086,10296776.67,1,8,25,35,3,0,30,0,0,0,0,1,1,1,0,29244.0,26259.0,25098.0,27125.14285714286,1.1049008470755366,0
2015-08-26,4027164.09,5549423.27,0,15.208573234771782,15.52920474520662,3470416.25,2905862.72,2980880.01,3996506.07,3555473.95,5603376.79,4713031.14,5388360.8,4431670.86,3150449.0028571435,553522.313896369,3996506.07,3105776.6092857146,4039634.304,2309437.1852442706,10296776.67,2,8,26,35,3,0,30,0,0,0,0,1,1,1,0,24536.0,28515.0,27210.0,27551.571428571428,0.9231788013023433,0
2015-08-27,3564052.29,4867784.09,0,15.086409019761838,15.398149584621189,4027164.09,3470416.25,2905862.72,3542649.14,2921138.79,6826651.55,5549423.27,4967122.51,5538901.92,3154828.72,561397.693498545,4027164.09,3139468.762142857,3987093.8806666667,2290486.7223024797,10296776.67,3,8,27,35,3,0,30,0,0,0,0,1,1,1,0,26269.0,26047.0,23810.0,26983.14285714286,0.9883428542762726,0
2015-08-28,8506950.72,11044258.41,0,15.956394236615717,16.21742134052851,3564052.29,4027164.09,3470416.25,2826694.43,2842163.51,9470985.24,4867784.09,4029608.29,7602775.68,3157886.312857143,563914.5963041043,4027164.09,3185391.1550000003,3878340.5719999997,2227605.884258118,10296776.67,4,8,28,35,3,0,30,0,0,0,0,1,1,1,0,26954.0,27624.0,27482.0,27014.85714285714,1.012103385693723,0
2015-08-29,7794439.44,10361751.16,0,15.868921273420156,16.15363190790831,8506950.72,3564052.29,4027164.09,2330134.4,2655077.08,10296776.67,11044258.41,3196044.6,9762134.91,3969351.497142858,2073703.200512159,8506950.72,3590018.812857143,3846206.088,2149739.278976532,10296776.67,5,8,29,35,3,1,30,0,0,0,0,1,1,1,0,28818.0,28267.0,24803.0,26919.14285714286,1.078021719044003,0
2015-08-30,7344062.69,9260104.74,1,15.80940288363048,16.041226025563645,7794439.44,8506950.72,3564052.29,2980880.01,2851597.29,8227312.7,10361751.16,4035327.45,8001039.19,4749966.502857143,2362209.9946126644,8506950.72,3957116.124285714,3762794.847,1927925.0305068311,8506950.72,6,8,30,35,3,1,30,0,0,0,0,2,1,2,0,27508.0,26494.0,30678.0,26997.85714285714,1.0283313229591378,0
2015-08-31,7854391.23,10070785.58,1,15.876583453031005,16.12514937286567,7344062.69,7794439.44,8506950.72,2905862.72,2804909.03,7969399.16,9260104.74,4140352.34,8307674.69,5373278.314285715,2393054.570382201,8506950.72,4278006.51,3733353.1799999997,1863048.189404574,8506950.72,0,8,31,36,3,0,30,0,0,0,0,2,1,2,0,27293.0,26670.0,25286.0,27142.714285714286,1.0206360979014877,0
2015-09-01,6760812.85,8154672.78,1,15.726653832784445,15.914101790784647,7854391.23,7344062.69,7794439.44,3470416.25,3797369.86,5808782.79,10070785.58,4713031.14,6999844.19,6080210.958571429,2270453.9304459705,8506950.72,4638683.8100000005,3729519.5823333333,1854128.0718329267,8506950.72,1,9,1,36,3,0,30,0,0,0,0,2,1,2,0,17480.0,29244.0,26259.0,27231.714285714286,0.6521479594882305,0
2015-09-02,2200298.26,2129220.78,1,14.6041039363504,14.571267109422484,6760812.85,7854391.23,7344062.69,4027164.09,3996506.07,4720575.96,8154672.78,5549423.27,6451104.36,6550267.615714286,1959391.2315191126,8506950.72,4850358.309285715,3761253.9176666667,1898557.7796978098,8506950.72,2,9,2,36,3,0,30,0,0,0,0,2,1,2,0,20702.0,24536.0,28515.0,25551.14285714286,0.779986059567093,0
2015-09-03,2827263.54,2604249.38,1,14.854820208526965,14.772655429762017,2200298.26,6760812.85,7854391.23,3564052.29,3542649.14,2658117.34,2129220.78,4867784.09,3894709.67,6289286.782857143,2419183.3683178336,8506950.72,4722057.7514285715,3677244.661,1910368.1245788967,8506950.72,3,9,3,36,3,0,30,0,0,0,0,1,1,1,0,19328.0,26269.0,26047.0,25003.428571428572,0.73538401442765,0
2015-09-04,3174821.93,2868467.84,1,14.97076241867498,14.869288940144772,2827263.54,2200298.26,6760812.85,8506950.72,2826694.43,2978173.12,2604249.38,11044258.41,4001425.35,6184031.247142858,2568911.5663937307,8506950.72,4670958.78,3682882.867666667,1907504.0425610973,8506950.72,4,9,4,36,3,0,30,0,0,0,0,1,1,1,0,21904.0,26954.0,27624.0,24011.85714285714,0.8407122103622847,0
2015-09-05,4060108.04,3677521.7,1,15.216720388360129,15.117749904110331,3174821.93,2827263.54,2200298.26,7794439.44,2330134.4,2558707.18,2868467.84,10361751.16,3656184.22,5422298.562857144,2555828.922174613,7854391.23,4695825.03,3689437.828,1905335.517217991,8506950.72,5,9,5,36,3,1,30,0,0,0,0,1,1,1,0,19156.0,28818.0,28267.0,23290.428571428572,0.7421919899367301,0
2015-09-06,5806076.99,5165364.57,0,15.574415856132369,15.457486436346796,4060108.04,3174821.93,2827263.54,7344062.69,2980880.01,1981109.04,3677521.7,9260104.74,2648627.83,4888822.648571429,2360434.4126394144,7854391.23,4819394.5757142855,3739484.5233333334,1894297.285942296,8506950.72,6,9,6,36,3,1,30,0,0,0,0,1,1,1,0,19448.0,27508.0,26494.0,21910.14285714286,0.7589325202532897,0
2015-09-07,5427754.58,4736445.82,0,15.507036269446251,15.370797796534918,5806076.99,4060108.04,3174821.93,7854391.23,2905862.72,1709563.14,5165364.57,10070785.58,2428463.02,4669110.405714286,2156584.5402874276,7854391.23,5021194.36,3866983.455,1900578.358198599,8506950.72,0,9,7,37,3,0,30,0,0,0,0,1,1,1,0,17684.0,27293.0,26670.0,20758.714285714286,0.6967581283194906,0
2015-09-08,4280040.71,3769505.38,0,15.269473312837595,15.142454617164628,5427754.58,5806076.99,4060108.04,6760812.85,3470416.25,2122689.02,4736445.82,8154672.78,2864218.57,4322448.027142857,1707505.2316678336,6760812.85,5201329.492857143,3990923.169666667,1876115.3673522526,8506950.72,1,9,8,37,3,0,30,0,0,0,0,1,1,1,0,19746.0,17480.0,29244.0,19386.0,0.7869001410729514,0
2015-09-09,3647303.9,3266493.41,0,15.109499069257623,14.999227921949675,4280040.71,5427754.58,5806076.99,2200298.26,4027164.09,2341717.61,3769505.38,2129220.78,3233525.06,3968052.0071428567,1333569.4142223042,5806076.99,5259159.811428571,4062834.892666667,1843091.5605247188,8506950.72,2,9,9,37,3,0,30,0,0,0,0,1,1,1,0,18587.0,20702.0,24536.0,19709.714285714286,0.7448166977001391,0
2015-09-10,3721441.58,3354394.08,0,15.129621941400677,15.025782008107347,3647303.9,4280040.71,5427754.58,2827263.54,3564052.29,2434219.28,3266493.41,2604249.38,3451194.49,4174767.0985714286,1106740.8933307438,5806076.99,5232026.940714286,4106354.4356666664,1816269.4933366014,8506950.72,3,9,10,37,3,0,30,0,0,0,0,1,1,1,0,17610.0,19328.0,26269.0,19407.571428571428,0.7149817295980512,0
2015-09-11,5440903.55,4839456.19,0,15.50945588258307,15.392313121576992,3721441.58,3647303.9,4280040.71,3174821.93,8506950.72,3555473.95,3354394.08,2868467.84,4878289.67,4302506.818571429,968225.9174033073,5806076.99,5243269.032857143,4149261.8456666665,1790425.704079075,8506950.72,4,9,11,37,3,0,30,0,0,0,0,1,1,1,0,18890.0,21904.0,26954.0,19162.14285714286,0.7748027103739069,0
2015-09-12,4950740.04,4404176.85,0,15.415047828390696,15.29806415975136,5440903.55,3721441.58,3647303.9,4060108.04,7794439.44,2921138.79,4839456.19,3677521.7,3979730.24,4626232.764285714,905119.9789257717,5806076.99,5024265.663571429,4212109.499000001,1801918.1470792515,8506950.72,5,9,12,37,3,1,30,0,0,0,0,1,1,1,0,15341.0,19156.0,28818.0,18731.571428571428,0.6364750266909328,0
2015-09-13,6063850.75,5333297.85,0,15.617855758446131,15.489480525890045,4950740.04,5440903.55,3721441.58,5806076.99,7344062.69,2842163.51,4404176.85,5165364.57,3979723.24,4753465.907142857,874351.466093426,5806076.99,4821144.2778571425,4279762.874,1789837.4187827061,8506950.72,6,9,13,37,3,1,30,0,0,0,0,1,1,1,0,20180.0,19448.0,27508.0,18186.571428571428,0.8471599710616647,0
2015-09-14,5951627.11,5241870.86,0,15.599175372024195,15.472189217698338,6063850.75,4950740.04,5440903.55,5427754.58,7854391.23,2655077.08,5333297.85,4736445.82,3723026.61,4790290.7299999995,929746.2726594801,6063850.75,4729700.567857143,4387152.448666667,1797242.3663631885,8506950.72,0,9,14,38,3,0,30,0,0,0,0,1,1,1,0,19576.0,17684.0,27293.0,18291.14285714286,0.8302878042642592,0
2015-09-15,4289955.17,3759560.12,0,15.271787074068792,15.139812785149116,5951627.11,6063850.75,4950740.04,4280040.71,6760812.85,2851597.29,5241870.86,3769505.38,3843042.72,4865129.662857143,1007447.6624537789,6063850.75,4593788.845,4497037.449666667,1788445.4630993716,8506950.72,1,9,15,38,3,0,30,0,0,0,0,1,1,1,0,22012.0,19746.0,17480.0,18561.428571428572,0.9405578170444413,0
2015-09-16,4578098.38,4047593.29,0,15.336794487428536,15.213633260124226,4289955.17,5951627.11,6063850.75,3647303.9,2200298.26,2804909.03,3759560.12,3266493.41,3580539.39,4866546.014285714,1006494.5212319769,6063850.75,4417299.010714286,4544982.712333334,1761895.779189856,8506950.72,2,9,16,38,3,0,30,0,0,0,0,1,1,1,0,19650.0,18587.0,20702.0,18885.14285714286,0.8501243099499876,0
2015-09-17,4322042.75,3890293.3,0,15.279238938626149,15.173995368259886,4578098.38,4289955.17,5951627.11,3721441.58,2827263.54,3797369.86,4047593.29,3354394.08,5081331.41,4999516.654285714,870925.7234290988,6063850.75,4587141.8764285715,4604089.024,1730979.9786707894,8506950.72,3,9,17,38,3,0,30,0,0,0,0,1,1,1,0,20086.0,17610.0,19328.0,19037.0,0.8761078930839555,0
2015-09-18,4626830.39,4125549.97,0,15.347382826766989,15.23271013731629,4322042.75,4578098.38,4289955.17,5440903.55,3174821.93,3996506.07,3890293.3,4839456.19,5388360.8,5085316.821428572,744427.4096118556,6063850.75,4693911.82,4621578.120333333,1725189.0165968963,8506950.72,4,9,18,38,3,0,30,0,0,0,0,1,1,1,0,17602.0,18890.0,21904.0,19390.714285714286,0.7747143198766465,0
2015-09-19,4866373.41,4338177.32,0,15.39785974346749,15.2829650760248,4626830.39,4322042.75,4578098.38,4950740.04,4060108.04,3542649.14,4125549.97,4404176.85,4967122.51,4969020.6557142865,743205.5915915364,6063850.75,4797626.71,4642588.931,1721147.4324224063,8506950.72,5,9,19,38,3,1,30,0,0,0,0,1,1,1,0,20896.0,15341.0,19156.0,19206.714285714286,0.9346569137595311,0
2015-09-20,5970375.19,5199616.34,0,15.60232049678386,15.464095592382352,4866373.41,4626830.39,4322042.75,6063850.75,5806076.99,2826694.43,4338177.32,5333297.85,4029608.29,4956968.28,744234.8157735433,6063850.75,4855217.093571429,4686713.073333334,1708900.7334925474,8506950.72,6,9,20,38,3,1,30,0,0,0,0,1,1,1,0,18429.0,20180.0,19448.0,20000.285714285714,0.8306901758682603,0
2015-09-21,5429549.96,4922952.43,0,15.507366992358008,15.409419199016536,5970375.19,4866373.41,4626830.39,5951627.11,5427754.58,2330134.4,5199616.34,5241870.86,3196044.6,4943614.628571428,721557.2613976425,5970375.19,4866952.679285714,4791502.432,1687158.4413111242,8506950.72,0,9,21,39,3,0,30,0,0,0,0,1,1,1,0,19819.0,19576.0,17684.0,19750.14285714286,0.9058595892498019,0
2015-09-22,3989413.65,3510644.34,0,15.199155073843272,15.071310436092178,5429549.96,5970375.19,4866373.41,4289955.17,4280040.71,2980880.01,4922952.43,3759560.12,4035327.45,4869032.178571428,619808.5026216801,5970375.19,4867080.920714286,4894816.284,1624989.8044785424,8506950.72,1,9,22,39,3,0,30,0,0,0,0,1,1,1,0,19877.0,22012.0,19746.0,19784.85714285714,0.9203564681623431,0
2015-09-23,4492195.74,4136948.97,0,15.31785239174424,15.235469352066096,3989413.65,5429549.96,5970375.19,4578098.38,3647303.9,2905862.72,3510644.34,4047593.29,4140352.34,4826097.675714285,674594.9961191247,5970375.19,4846321.845,4928434.072,1594168.9140993236,8506950.72,2,9,23,39,3,0,30,0,0,0,0,1,1,1,0,17652.0,19650.0,18587.0,19479.85714285714,0.8257666128692723,0
2015-09-24,4990183.49,4532817.65,0,15.422983438988144,15.326854522504568,4492195.74,3989413.65,5429549.96,4322042.75,3721441.58,3470416.25,4136948.97,3890293.3,4713031.14,4813825.87,680612.8518015106,5970375.19,4906671.262142858,4981311.839333334,1550478.1079503782,8506950.72,3,9,24,39,3,0,30,0,0,0,0,1,1,1,0,20962.0,20086.0,17610.0,19194.428571428572,0.994595723077069,0
2015-09-25,5455949.84,4738294.51,0,15.512217468200912,15.371188031954324,4990183.49,4492195.74,3989413.65,4626830.39,5440903.55,4027164.09,4532817.65,4125549.97,5549423.27,4909274.547142857,646127.0963029389,5970375.19,4997295.684285714,5031970.747333334,1524012.0825986576,8506950.72,4,9,25,39,3,0,30,0,0,0,0,1,1,1,0,19659.0,17602.0,18890.0,19319.571428571428,0.9451518041009944,0
2015-09-26,6622087.86,5772363.74,0,15.705921415905973,15.568592388147604,5455949.84,4990183.49,4492195.74,4866373.41,4950740.04,3564052.29,4738294.51,4338177.32,4867784.09,5027720.182857143,661532.9345592192,5970375.19,4998370.419285715,5079596.939,1513819.6293699932,8506950.72,5,9,26,39,3,1,30,0,0,0,0,1,1,1,0,21009.0,20896.0,15341.0,19613.428571428572,1.0180127213229142,0
2015-09-27,9527329.68,8445286.43,0,16.069675139858774,15.94911914316882,6622087.86,5455949.84,4990183.49,5970375.19,6063850.75,8506950.72,5772363.74,5199616.34,11044258.41,5278536.532857143,885190.0511429233,6622087.86,5117752.406428571,5181531.458000001,1511205.6104094079,8506950.72,6,9,27,39,3,1,30,0,0,0,0,1,1,1,0,21844.0,18429.0,20180.0,19629.571428571428,1.0675433080614734,0
2015-09-28,8161672.8,7449690.47,0,15.914959828454556,15.823683176075363,9527329.68,6622087.86,5455949.84,5429549.96,5951627.11,7794439.44,8445286.43,4922952.43,10361751.16,5786672.888571428,1846959.3547032573,9527329.68,5365143.758571429,5215544.09,1597642.3648748477,9527329.68,0,9,28,40,3,0,30,0,0,0,0,1,1,1,0,18337.0,19819.0,19576.0,20117.428571428572,0.9036744268564333,0
2015-09-29,7149980.42,6330231.0,0,15.782620316065415,15.66084744431761,8161672.8,9527329.68,6622087.86,3989413.65,4289955.17,7344062.69,7449690.47,3510644.34,9260104.74,6176976.151428571,2037739.126325671,9527329.68,5523004.165,5227785.2020000005,1619342.676990806,9527329.68,1,9,29,40,3,0,30,0,0,0,0,1,1,1,0,19122.0,19877.0,22012.0,19905.714285714286,0.9588695348397956,0
2015-09-30,6245594.21,5509034.08,0,15.647387006847998,15.521900044196425,7149980.42,8161672.8,9527329.68,4492195.74,4578098.38,7854391.23,6330231.0,4136948.97,10070785.58,6628485.6899999995,1809630.0748498305,9527329.68,5727291.682857143,5221315.793,1610962.4336090793,9527329.68,2,9,30,40,3,0,30,0,0,0,0,1,1,1,0,17523.0,17652.0,19650.0,19797.85714285714,0.8911797464234311,0
